Product/Company,Ad Description1,Classification
Dog Toys Deals at Chewy,"Dog Toys at Chewy, Free Delivery, Low Prices, 24/7 Expert Help, Shop Now!",Product Promotion
Save 35% On Cat Food at Chewy - Free Delivery on Cat Food.,"35% Off Cat Food at Chewy, Low Prices & Free Delivery, Shop Today! Shop Our Selection of High Quality Pet Food & Find The Best Food for Your Pet Today. Low Prices.",Sales Promotion
Nulo Pet Food,"Get 35% off Your First Autoship Order, Plus an Extra 25% Off First Orders of Select Food.",Sales Promotion
High-Calorie Cat Food at Chewy,"High-Calorie Cat Food, Low Prices, Free Shipping & 24/7 Customer Support.",Product Promotion
Chewy.com® Official Site - 35% Off Today & Free Delivery.,"Dog Food, Treats, Toys & More from 3,000+ Brands, Free Delivery & 24/7 Advice. Shop Today! Call or Chat 24/7 for Expert Pet Support. Low Prices, Fast, Free Delivery. Shop Now! Low Prices.",Product Promotion
PetAg,"PetAg, Low Prices & Free Shipping, Shop Now!",Product Promotion
AquaClear Filter Supplies,"AquaClear Fish Supplies, Low Prices and Free Shipping, Shop Today!",Product Promotion
Top Rated Wet Dog Foods - Easy Returns and Exchanges,"Come Back and Save $15 Off Your Next Purchase with Worry Free, 365 Day Returns.",Sales Promotion
Chewy Pet Insurance - Nose to Tail Coverage,"Protect your pets with wellness & insurance plans at Chewy. Rx coverage, no payout limits!
‎⁩⁦CarePlus™ By Chewy⁩ · ⁩⁦‎⁩⁦Puppy & Kitten Wellness",Service promotion
Frisco at Chewy,"Frisco at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Small Pet Supplies at Chewy,"Small Pet Supplies, Low Prices, Free Delivery & 24/7 Advice, Shop Today!",Product Promotion
Wellness Core Cat Food Deals,"Wellness Core Cat Food, Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Diamond at Chewy,"Diamond at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Ziwi Cat Food at Chewy.com,Ziwi Cat Food at Chewy.com. Get 25% Off Your First Order of Select Food.,Sales Promotion
Pet Zone,"Pet Zone, Low Prices, Free Shipping and 24/7 Expert Support, Shop Today!",Product Promotion
Nutro Dog Food,"Nutro Dog Food, Low Prices, Free Shipping & 24/7 Expert Help, Shop Today!",Product Promotion
Pet Ramps,Pet Ramps at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery. Shop Today!,Product Promotion
Pet Medical Coverage by Chewy,"Protect your pet with wellness & insurance plans at Chewy. Rx coverage, no payout limits!",Service promotion
Lovebird Food,"Lovebird Food, Low Prices, Free Delivery & 24/7 Expert Help, Shop Now!",Product Promotion
Free Chat With Our Vet Team - Chat With Our Veterinary Team,Free on-demand pet care from our licensed vets or vet techs when you have a Chewy account. Get your questions answered live by our veterinary team at...,Service promotion
Cat Litter Box at Chewy.com®,"Cat Litter Box, Toys & More from 3,000+ Brands, Free Delivery & 24/7 Advice. Shop Today!",Product Promotion
Puppy Potty Training Help - Help New Pets Feel at Home,"Shop essentials, support & more for your new best friend to help them feel right at home. Everything you...",Product Promotion
Goat Horns For Dogs,"Goat Horns For Dogs, Low Prices & Free Shipping, Shop Now!",Product Promotion
Bungalow Flooring,"Bungalow Flooring. Low Prices, Free Shipping and 24/7 Support. Shop Now!",Product Promotion
Chewy Pet Insurance - Nose to Tail Coverage,"Protect your pets with wellness & insurance plans at Chewy. Rx coverage, no payout limits! Sign the whole...",Service promotion
Bird Food,"Bird Food, Low Prices, Free Delivery & 24/7 Expert Help, Shop Now!",Product Promotion
Science Diet,"Shop all the best pet food brands at every price for happy, healthy pets.",Product Promotion
Sensitive Stomach Dog Food - Premium Dog Food,"Get 35% off Your First Autoship Order, Plus an Extra 25% Off First Orders of Select Food. Keep your pup's...",Sales Promotion
Jebao Aquarium Supplies,"Jebao Aquarium Supplies, Low Prices and Free Shipping, Shop Today!",Sales Promotion
Keep Your Stable Stocked,Save 5% on all future orders when you sign up for Autoship on must have horse products.,Sales Promotion
Bird Treats,"Bird Treats, Low Prices, Free Delivery & 24/7 Expert Help, Shop Now!",Product Promotion
35% Off Dog Treats at Chewy,"Dog Food, Treats, Toys & More from 3,000+ Brands, Free Delivery & 24/7 Advice. Shop Today!",Sales Promotion
Science Diet Wet Dog Food,"The best food at every price, from kibble to fresh meals and toppers, all in one place.",Product Promotion
BLUE Buffalo Puppy Food,"The best food at every price, from kibble to fresh meals and toppers, all in one place.",Product Promotion
Adequan for Pets,"Add Your Vet and Pet Rx Info, then Chewy Handles the Rest. Chewy Pharmacy is that Simple.",Product Promotion
Your Guide to Healthy Cat Food,"Get 35% off Your First Autoship Order, Plus an Extra 25% Off First Orders of Select Food.",Sales Promotion
Shop Bestselling Cat Litter - 35% Off Today & Free Delivery,Get Low Prices and Free Delivery on Cat Litter. Shop Today!,Sales Promotion
The Honest Kitchen Dog Food,"The Honest Kitchen Dog Food, Low Prices & Free Shipping, Shop Now!",Product Promotion
Purina Pro Plan Focus at Chewy,"Shop all the best pet food brands at every price for happy, healthy pets.",Brand awareness
Holiday Gifts For Pet Parents,"Chewy.com, Where Pet Lovers Shop. Explore 2,000+ Top Brands at Amazing Prices. Shop Now.",Brand awareness
Fussie Cat Food - Extra 25% Off Select Food,"Get 35% off Your First Autoship Order, Plus an Extra 25% Off First Orders of Select Food. Food Mindfully Made to Higher Standards, Focusing on High-Quality Ingredients. Low Prices. Satisfaction Guarantee. Free 365-Day Returns.",Sales Promotion
Diabetic Cat Food at Chewy.com,"Diabetic Cat Food, Low Prices, Free Shipping and 24/7 Support, Shop Now!",Product Promotion
Farnam Horse Products,"Farnam Horse Products, Low Prices, Free Shipping & 24/7 Advice, Buy Now!",Product Promotion
"NU-STOCK Pierce's All Purpose Horse Ointment, 12-oz bottle","35% Off Today and Fast, Free Shipping. Pet Food & Supplies from 3,000+ Brands. Shop Today! Low Prices. Satisfaction Guarantee. 24/7 Customer Service. Free 365-Day Returns. Free Delivery.",Sales Promotion
Greenies Coupons,"Greenies Coupons, Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Fab Dog Apparel,"Fab Dog Apparel, Low Prices, Free Shipping & 24/7 Expert Help, Shop Now!",Product Promotion
 Quick-Tag Pet ID Tags," Quick-Tag Pet ID Tags, Low Prices, Free Shipping and 24/7 Support, Shop Today!",Product Promotion
Cat Food For Picky Eaters - 35% Off Today & Free Delivery.,"Cat Food For Picky Eaters, Low Prices, Free Delivery & 24/7 Advice, Shop Today!",Sales Promotion
Pet Medical Coverage by Chewy,Protect your pet with wellness & insurance plans with no payout limits & Rx coverage.,Service promotion
Save 5% On Cat Food at Chewy - Free Delivery on Cat Food.,"Free Delivery on Cat Food Plus 5% Off All Repeat Deliveries with Autoship Chewy.com, Where Pet Lovers Shop. Explore 3,000+ Top...",Sales Promotion
KONG at Chewy,KONG at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery. Shop Today!,Product Promotion
FURminator at Chewy,FURminator at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery. Shop Today!,Product Promotion
Orijen - New at Chewy,"New at Chewy, Orijen Pet Food & Treats, Low Prices & Fast, Free Delivery, Shop Now!",Product Promotion
Cat Condo,Cat Condo at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery. Shop Now,Product Promotion
Canidae at Chewy,"Canidae at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
"VETRIMAX Solva-Ker Gel Dog & Cat Medication, 1-oz bottle","35% Off Today and Fast, Free Delivery. Pet Food & Supplies from 3,000+ Brands. Shop Today! Low Prices.",Sales Promotion
Cat Furniture at Chewy.com - Low Prices & Free Shipping,"Discover everyday low prices on the cat furniture your furry friend will love.
‎⁩⁦Today's Deals⁩ · ⁩⁦‎⁩⁦Create Account",Product Promotion
Best Grain Free Dog Food,"Large Selection of Grain Free Dog Food: Organic, Fresh Dog Food & More.",Product Promotion
Feliway at Chewy,Feliway at Chewy. 100% Happy Pets Guaranteed. 24/7 Support From Pet Experts. Shop Today!,Product Promotion
Glucosamine For Cats at Chewy,"Glucosamine For Cats, Low Prices, Free Shipping & 24/7 Help, Shop Today!",Product Promotion
Black Gold,"Black Gold, Low Prices & Free Delivery, Shop Now!",Product Promotion
Pet Anxiety Vest,"Pet Anxiety Vest , Low Prices, Free Shipping & 24/7 Help, Shop Now",Product Promotion
Nom Nom at Chewy,Nom Nom fresh food is new at Chewy. Sign up for Autoship and save 40% on your first order.,Sales Promotion
Frisco Dog Harness,"Frisco Dog Harness, Low Prices, Free Shipping and 24/7 Support, Shop Now!",Product Promotion
Shop Supplies for Hunting Dogs - Hunting Dog Apparel & Collars,"Shop All Your Pet Supply Needs from 3,000+ Brands. Low Prices, Free 1-2 Day Delivery. Call or Chat 24/7 for Expert Pet Support. Low Prices, Fast, Free Delivery. Shop Now!",Product Promotion
New - CarePlus® By Chewy - Chewy Pet Insurance,Rest easy knowing CarePlus® by Chewy covers up to 90% of pet medical and 100% Rx costs.,Product Promotion
Frontline Plus at Chewy,"Frontline Plus at Chewy, ﻿Low Prices, Free Shipping & 24/7 Help, Shop Now!",Product Promotion
Chewy Pet Insurance - Nose to Tail Medical Coverage,Rest easy knowing CarePlus® by Chewy covers up to 90% of pet medical and 100% Rx costs. Protect your pet with wellness & insurance plans with no payout limits & Rx...,Product Promotion
Zymox at Chewy,"Zymox at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Personalized Pet Memorials,"Personalized Pet Memorials, Low Prices, Free Delivery & 24/7 Help, Shop Today.",Product Promotion
Pet Play Pens,Pet Play Pens at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery. Shop Today,Product Promotion
Top Food For Golden Retrievers,"Best Food For Golden Retrievers : Human-Grade, Natural, Organic, Fresh Dog Food & More.",Product Promotion
Advantus,"Advantus, Low Prices, Free Shipping and 24/7 Expert Support, Shop Today!",Product Promotion
<dynamically generated based on landing page content>,"35% Off Today and Fast, Free Shipping. Pet Food & Supplies from 3,000+ Brands. Shop Today!",Sales Promotion
Orijen at Chewy.com,Orijen at Chewy.com. Get 25% Off Your First Order of Select Food.,Sales Promotion
FURminator,"FURminator, Free Shipping & Low Prices, Shop Now!",Sales Promotion
Nose to Tail Coverage - Chewy Pet Insurance,"Protect your pets with wellness & insurance plans at Chewy. Rx coverage, no payout limits! Sign the whole pack up for...",Service Promotion
Hydrolyzed Protein Cat Food - Trusted Online Pet Pharmacy,"Order Your Pet's Prescriptions Online Anytime With The Help Of Our Trusted Pet Experts. Everything Your Pet Needs, All in One Place. Shop Chewy.com & Chewy Pet Pharmacy Today.
Purina Vet Diets For Cats⁩
⁦What is Prescription Diet⁩
⁦New Cat Checklist⁩
⁦Science-Based Nutrition⁩
⁦Today's Deals⁩
⁦Chewy Pet Pharmacy⁩
⁦Save 50% on 1st Autoship⁩
⁦Prevent Fleas & Ticks",Product Promotion
Pheromone Cat Collar,"Pheromone Cat Collar, Low Prices & Free Shipping, Shop Now!",Product Promotion
Chewy Pet Insurance - Nose to Tail Coverage,"Protect your pets with wellness & insurance plans at Chewy. Rx coverage, no payout limits! Sign the whole pack up for any CarePlus® multi-pet plan & save 10% on your monthly rate. 24/7 Customer Care.
Pet Insurance From $30⁩
⁦New Pet Dental Options⁩
⁦Pet Wellness & Insurance⁩
⁦Pet Insurance 101",Product Promotion
Dog Boots & Socks,Dog Boots & Socks at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery!,Product Promotion
Static-Bird Feeders,"Static-Bird Feeders, Low Prices, Free Shipping & 24/7 Support, Shop Now!",Product Promotion
100% Rx Coverage - Chewy Pet Insurance,"Protect your pets with wellness & insurance plans at Chewy. Rx coverage, no payout limits! Sign the whole pack up for any CarePlus® multi-pet plan & save 10% on your...",Product Promotion
Coastal Pet Products,"Coastal Pet Products, Free Shipping & Low Prices, Shop Now!",Product Promotion
Dog Carriers at Chewy - Dog Carriers at Great Prices,Discover everyday low prices on the dog carriers your furry friend will love. Shop now & save on the brands you trust every day at Chewy. Low Prices.,Sales Promotion
Pet Toys at Chewy,"Pet Toys at Chewy. Low Prices, Free Shipping and 24/7 Expert Support, Shop Now.",Product Promotion
Pet Paw Wax - Free Shipping on Pet Supplies,"Chewy.com® Official Site Low Prices, Free Shipping & 24/7 Expert Help, Come Back and Save! 24/7...",Sales Promotion
Dog Kennels & Accessories - Shop Low Prices at Chewy,"Chewy.com® Official Site Low Prices, Free Shipping & 24/7 Expert Help, Come Back and Save! 24/7 Customer Support...
Today's Deals⁩
⁦Prescription Flea & Tick⁩
⁦Dog Cleaning & Potty⁩
⁦Puppy⁩
⁦Bird Cages & Accessories⁩
⁦Service Dog Patches⁩
⁦Air-Dried Food⁩
⁦Deals On Reptile Supplies",Product Promotion
Chewy Pet Insurance - Nose to Tail Medical Coverage,Protect your pet with wellness & insurance plans with no payout limits & Rx coverage. 100% Coverage for Rx.,Product Promotion
Dog Kennels & Accessories - Shop Low Prices at Chewy,"Chewy.com® Official Site Low Prices, Free Shipping & 24/7 Expert Help, Come Back and Save! 24/7 Customer Support...
Today's Deals⁩
⁦Prescription Flea & Tick⁩
⁦Dog Cleaning & Potty⁩
⁦Puppy⁩
⁦Bird Cages & Accessories⁩
⁦Service Dog Patches⁩
⁦Air-Dried Food⁩
⁦Deals On Reptile Supplies",Product Promotion
<dynamically generated based on landing page content>,"Low Prices, Fast and Free Delivery, 100% Happy Pets Guaranteed & 24/7 Support. Shop Now",Product Promotion
Purina Pro Plan at Chewy - Low Prices & Free Delivery,"Purina Pro Plan at Chewy. 100% Happy Pets Guaranteed. 24/7 Support From Pet Experts! Call or Chat 24/7 for Expert Pet Support. Low Prices, Fast, Free Delivery. Shop Now! Low Prices. Free 365-Day Returns. 24/7 Customer Service.
Save 50% on 1st Autoship⁩
⁦Today's Deals⁩
⁦Prescription Flea & Tick⁩
⁦Create Account",Product Promotion
True Chews at Chewy,"True Chews at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Dog Gate Deals at Chewy,"Chewy.com® Official Site Low Prices, Free Shipping & 24/7 Expert Help, Shop Today!",Brand awareness
Pet Toys at Chewy.com,"Chewy.com® Official Site Low Prices, Free Shipping & 24/7 Expert Help, Come Back and Save!",Brand awareness
Pet Heartworm Medications,"Add Your Vet and Pet Rx Info, then Chewy Handles the Rest. Chewy Pharmacy is that Simple.",Service promotion
The Missing Link,"The Missing Link, Low Prices, Free Shipping & 24/7 Help, Shop Now!",Product Promotion
Mal-A-Ket,"Mal-A-Ket, Free Shipping & Low Prices, Shop Now!",Product Promotion
Acana - New at Chewy - 35% Off Today & Free Delivery.,"New at Chewy ACANA Pet Foods & Treats, ﻿Low Prices & Fast, Free Delivery, Shop Now! Call or Chat 24/7 for...",Product Promotion
Bird Litter,"Bird Litter, Free Delivery & Low Prices, Shop Now!",Product Promotion
35% Off Cat Food & Supplies,Cat Food & Supplies at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery!,Sales Promotion
Frontline Gold for Cats,"Chewy Allows You to Get Your Pet's Food, Toys, Treats & Prescriptions All in One Place",Product Promotion
Orijen Cat Food - New at Chewy,Orijen Cat Food - New at Chewy. Get 25% Off Your First Order of Select Food.,Sales Promotion
Chewy Pet Insurance - Nose to Tail Coverage,"Protect your pets with wellness & insurance plans at Chewy. Rx coverage, no payout limits! Sign the whole pack up for any CarePlus® multi-pet plan & save 10% on your monthly rate. Pet Insurance by Chewy®. Direct Payments to Vet.
Pet Insurance From $30⁩
⁦Pet Insurance By Chewy⁩
⁦Pet Insurance 101⁩
⁦New Pet Dental Options",Sales Promotion
Cedarcide For Pets at Chewy,"Cedarcide For Pets, Low Prices, Free Shipping & 24/7 Advice, Shop Today!",Product Promotion
Burt's Bees For Pets,"Burt's Bees For Pets, Low Prices, Free Shipping & 24/7 Help, Shop Today!",Product Promotion
Sentinel Spectrum for Pets,"We Offer the Same Medications As Your Vet, at Great Prices. Licensed Pharmacists.",Product Promotion
Dog Laxatives - Easy Returns and Exchanges,"Chewy.com® Official Site Low Prices, Free Shipping & 24/7 Expert Help, Come Back and Save! 24/7...
Service Dog Patches⁩
⁦Today's Deals⁩
⁦Dog Cleaning & Potty⁩
⁦Air-Dried Food⁩
⁦Puppy⁩
⁦Prescription Flea & Tick⁩
⁦Wellness CORE⁩
⁦Bird Cages & Accessories",Product Promotion
Etta Says,"Etta Says Pet Treats, Low Prices, Free Delivery & 24/7 Help, Shop Today!",Product Promotion
Primal Dog Food,"Get 35% off Your First Autoship Order, Plus an Extra 25% Off First Orders of Select Food.",Sales Promotion
Weruva,"Get 35% off Your First Autoship Order, Plus an Extra 25% Off First Orders of Select Food.",Sales Promotion
Dog Beds - Low Prices & Free Delivery,"Dog Beds at Chewy. 100% Happy Pets Guaranteed. 24/7 Support From Pet Experts. Shop Today! Call or Chat 24/7 for Expert Pet Support. Low Prices, Fast, Free Delivery. Shop Now! Low Prices. Free 365-Day Returns. 24/7 Customer Service. Satisfaction Guarantee.",Product Promotion
New - CarePlus® By Chewy - Nose to Tail Medical Coverage,"Rest easy knowing CarePlus® by Chewy covers up to 90% of pet medical and 100% Rx costs. Protect your pet with wellness & insurance plans with no payout...
Pet Insurance From $30⁩
⁦Wellness Plans by Chewy⁩
⁦Pet Insurance By Chewy⁩
⁦Pet Insurance 101",Product Promotion
Welactin Deals at Chewy Today,"Welactin, Low Prices, Free 1-2 Day Delivery and 24/7 Expert Support, Shop Today!",Product Promotion
